id,calories,proteins,fat,carbohydrate,name,image
372,76.0,2.0,2.4,12.4,Greenfields Yogurt Drink Peach,https://images.openfoodfacts.org/images/products/899/335/112/0454/front_en.3.400.jpg
373,137.5,1.25,10.0,11.25,Van Landa Red Chili Pepper,https://images.openfoodfacts.org/images/products/899/510/850/9383/front_en.3.400.jpg
374,170.0,3.0,25.0,32.0,Super bubur ayam,https://images.openfoodfacts.org/images/products/899/600/152/4008/front_en.3.400.jpg
375,278.0,1.0,18.0,6.0,Banana Chips Sugar Cinnamon,https://images.openfoodfacts.org/images/products/899/720/920/0008/front_en.3.400.jpg
376,137.5,1.25,10.0,11.25,Cheese and Onion Chips,https://images.openfoodfacts.org/images/products/899/721/684/0020/front_en.3.400.jpg
377,23.61,2.78,1.94,16.11,Bulgarian Yogurt,https://images.openfoodfacts.org/images/products/899/722/041/0011/front_en.3.400.jpg
378,357.0,11.0,2.0,73.0,Nouille,https://images.openfoodfacts.org/images/products/899/800/800/0172/front_en.3.400.jpg
379,52.0,0.0,0.0,12.0,Buavita Lychee 245ml,https://images.openfoodfacts.org/images/products/899/800/902/0216/front_en.3.400.jpg
380,44.0,0.0,0.0,10.0,Buavita Apple,https://images.openfoodfacts.org/images/products/899/800/902/0223/front_en.3.400.jpg
381,307.69,4.62,20.0,27.69,Potabee Selections Melted Cheese,https://images.openfoodfacts.org/images/products/899/886/620/1636/front_en.3.400.jpg
382,72.0,1.0,3.0,8.0,Haku Monaka Vanilla,https://images.openfoodfacts.org/images/products/899/886/682/0103/front_en.3.400.jpg
383,114.0,0.0,28.0,20.0,Strawberry Loop,https://images.openfoodfacts.org/images/products/899/886/682/0189/front_en.3.400.jpg
384,71.67,0.56,2.78,7.78,Haku Monaka Choco & Choco,https://images.openfoodfacts.org/images/products/899/886/682/0233/front_en.3.400.jpg
385,240.0,0.0,4.0,50.0,Waku Waku Chewy Grape,https://images.openfoodfacts.org/images/products/899/886/682/0257/front_en.3.400.jpg
386,218.18,1.82,10.0,30.0,Cornetto  Oreo,https://images.openfoodfacts.org/images/products/899/999/951/3757/front_en.3.400.jpg
387,149.25,1.49,5.22,23.13,Unicornetto,https://images.openfoodfacts.org/images/products/899/999/953/4271/front_en.3.400.jpg
388,120.0,2.0,4.0,21.0,Rash Udang Pedas,https://images.openfoodfacts.org/images/products/899/700/430/1184/front_fr.3.400.jpg
389,150.0,5.0,22.0,22.0,Glace yaourt fruit,https://images.openfoodfacts.org/images/products/210/014/567/9456/front_fr.3.400.jpg
390,433.0,6.5,20.0,56.5,Granola bites,https://images.openfoodfacts.org/images/products/899/703/300/1956/front_fr.3.400.jpg
391,270.0,8.0,3.5,33.0,Gluten-Free Cookies,https://images.openfoodfacts.org/images/products/899/722/512/0311/front_fr.3.400.jpg
392,12.0,0.0,0.0,2.0,Youvit for life,https://images.openfoodfacts.org/images/products/899/274/195/5867/front_fr.3.400.jpg
393,100.0,0.0,0.0,25.0,Fanta Ngemil Apa Aja,https://images.openfoodfacts.org/images/products/899/276/111/1045/front_fr.3.400.jpg
394,550.0,7.0,45.0,45.0,cashew nut spread,https://images.openfoodfacts.org/images/products/899/295/295/2228/front_fr.3.400.jpg
395,100.0,0.0,4.5,14.0,Pilus Rasa Pedas,https://images.openfoodfacts.org/images/products/899/277/521/1410/front_en.5.400.jpg
396,100.0,2.0,5.0,12.0,Doritos - Nacho Cheese,No Image Available
397,367.0,59.0,11.1,6.0,Billy Frank's british beef jerky,https://images.openfoodfacts.org/images/products/061/037/067/0248/front_fr.3.400.jpg
398,627.0,26.4,49.5,19.8,Creamy peanut butter,https://images.openfoodfacts.org/images/products/899/595/200/4027/front_fr.3.400.jpg
399,170.0,3.0,12.0,14.0,Chunky bar,https://images.openfoodfacts.org/images/products/899/100/111/1883/front_fr.3.400.jpg
400,100.0,1.0,1.5,16.0,Biscuit,https://images.openfoodfacts.org/images/products/888/816/633/7183/front_fr.3.400.jpg
401,45.0,0.0,0.0,11.0,Mizone,https://images.openfoodfacts.org/images/products/899/275/211/2310/front_fr.3.400.jpg
402,354.0,7.5,1.5,76.5,Penne rigate con Farina di Quinoa,No Image Available
403,458.0,4.0,13.0,75.0,Slai O'lai,https://images.openfoodfacts.org/images/products/899/600/130/4013/front_fr.3.400.jpg
404,140.0,2.0,70.0,0.0,wall's,https://images.openfoodfacts.org/images/products/899/999/903/5051/front_id.12.400.jpg
405,29.0,2.5,1.6,1.2,Soya Milk Original,No Image Available
406,50.0,2.0,6.0,7.0,Chocolate cashew spread,https://images.openfoodfacts.org/images/products/899/721/273/1544/front_fr.3.400.jpg
407,1.0,5.7,14.2,27.2,Quick Cook Oatmeal,https://images.openfoodfacts.org/images/products/955/618/396/0934/front_fr.3.400.jpg
408,130.0,3.0,2.0,24.0,Simba choco chips E-1B,https://images.openfoodfacts.org/images/products/899/317/288/6836/front_en.4.400.jpg
409,300.0,0.0,4.5,4.0,Thousand island salad dressing,https://images.openfoodfacts.org/images/products/899/888/846/1384/front_fr.3.400.jpg
410,285.88,4.24,18.47,25.65,Ice cream,https://images.openfoodfacts.org/images/products/955/600/127/2775/front_fr.3.400.jpg
411,640.0,10.7,20.0,62.7,Pop Mie Baso,https://images.openfoodfacts.org/images/products/008/968/606/0126/front_id.8.400.jpg
412,899.0,0.0,99.9,0.0,Huile d’olve,https://images.openfoodfacts.org/images/products/805/651/524/4103/front_fr.3.400.jpg
413,75.0,2.5,0.75,15.0,Yogurt Drink,https://images.openfoodfacts.org/images/products/899/320/066/3835/front_en.3.400.jpg
414,50.0,2.0,6.0,12.0,Joa Yo,https://images.openfoodfacts.org/images/products/899/703/271/1290/front_id.6.400.jpg
415,367.0,6.67,0.0,83.3,Bihunku Goreng 60Gr,https://images.openfoodfacts.org/images/products/899/311/873/1022/front_id.3.400.jpg
416,500.0,6.25,68.75,68.75,Oatbits,No Image Available
417,60.0,0.67,0.33,14.0,Gilus Mix Pandan,https://images.openfoodfacts.org/images/products/899/866/600/2754/front_en.7.400.jpg
418,325.0,4.0,0.0,0.0,Vermicelle de riz,https://images.openfoodfacts.org/images/products/899/800/800/0066/front_en.6.400.jpg
419,63.6,1.82,2.27,0.0,Dancow Uht Fg Coklat 110Ml,No Image Available
420,180.0,5.0,5.0,29.0,Yogurt Drink Original,No Image Available
421,240.0,4.0,10.0,34.0,Granola,https://images.openfoodfacts.org/images/products/899/720/722/0169/front_en.3.400.jpg
422,0.0,0.0,0.0,11.3,Minute Maid Pulpy Orange,https://images.openfoodfacts.org/images/products/899/276/113/6208/front_fr.3.400.jpg
423,150.0,1.67,4.17,25.0,Minion Paddle pop,No Image Available
424,80.0,0.0,5.0,9.0,Bella White Chocolate Cream,No Image Available
425,10.0,0.0,0.0,2.0,Nutrijell,No Image Available
426,187.5,0.0,62.5,25.0,Sambal Terasi Uleg,No Image Available
427,200.0,3.0,4.5,26.0,Regal peanut butter,No Image Available
428,375.0,0.0,0.0,100.0,Sugarfree Sweetlets,No Image Available
429,290.0,10.0,10.0,10.0,Soy sauce,No Image Available
430,500.0,0.0,40.0,60.0,Ahh',No Image Available
431,10.0,0.0,0.0,2.0,Mint  Blossom,https://images.openfoodfacts.org/images/products/899/721/280/0660/front_en.3.400.jpg
432,542.86,22.86,30.0,42.86,Kacang Jepang Spicy Flavor,https://images.openfoodfacts.org/images/products/899/100/250/2727/front_en.3.400.jpg
433,571.0,4.9,39.2,46.5,Noir dégustation fleur de sel,No Image Available
434,554.0,26.6,49.7,5.3,Pucci Acciughe a filetti,https://images.openfoodfacts.org/images/products/000/008/002/8512/front_fr.5.400.jpg
435,446.67,0.0,0.0,98.0,Sweet soy sauce,https://images.openfoodfacts.org/images/products/008/968/642/0036/front_en.29.400.jpg
436,60.0,2.0,0.0,13.0,KOBE Serbaguna Spesial,No Image Available
437,20.0,1.0,2.0,9.0,Salted Caramel,https://images.openfoodfacts.org/images/products/899/723/787/0013/front_fr.3.400.jpg
438,0.0,0.0,2.0,7.0,Twistko Jagung Bakar 70gr,https://images.openfoodfacts.org/images/products/888/601/322/1203/front_id.3.400.jpg
439,136.0,2.0,4.0,23.0,Wafer Roll,https://images.openfoodfacts.org/images/products/899/295/292/4331/front_fr.3.400.jpg
440,60.0,10.0,1.0,4.0,ABC,https://images.openfoodfacts.org/images/products/071/184/433/0115/front_id.16.400.jpg
441,20.0,0.0,1.0,2.0,Ashitaki Creamy Latte Original,No Image Available
442,20.0,0.0,0.0,5.0,Abc tomato ketchup saus tomat,https://images.openfoodfacts.org/images/products/071/184/413/0050/front_id.3.400.jpg
443,100.0,2.86,2.86,14.29,Cimory Squeeze Yogurt,https://images.openfoodfacts.org/images/products/899/320/066/7406/front_fr.3.400.jpg
444,340.0,5.0,0.0,80.0,Bolicious Sweet Lychee,https://images.openfoodfacts.org/images/products/899/274/194/3727/front_fr.3.400.jpg
445,0.35,7.0,14.0,47.0,Ramen Curry,https://images.openfoodfacts.org/images/products/899/271/885/3929/front_fr.3.400.jpg
446,425.0,10.0,15.0,65.0,Nouille au fromage épicé,No Image Available
447,200.0,4.0,11.0,23.0,Spicy beef noodles,https://images.openfoodfacts.org/images/products/899/238/813/4540/front_en.3.400.jpg
448,58.0,1.3,1.6,7.9,Schlachtekraut,https://images.openfoodfacts.org/images/products/425/026/275/8249/front_fr.3.400.jpg
449,338.89,5.56,0.0,77.78,Mixed cakes,No Image Available
450,110.0,2.0,6.0,11.0,Chitato Spicy Grilled Beef Flavor,https://images.openfoodfacts.org/images/products/008/968/659/8599/front_fr.3.400.jpg
451,297.0,7.69,8.79,47.3,Sandwich Funwari Coklat & Kacang,https://images.openfoodfacts.org/images/products/899/404/602/0080/front_en.3.400.jpg
452,328.0,7.46,13.4,44.8,Roti Ogura (Kacang Merah),https://images.openfoodfacts.org/images/products/899/404/607/0108/front_en.3.400.jpg
453,24.0,0.0,0.0,6.4,Frestea Teh Melati,https://images.openfoodfacts.org/images/products/899/276/112/2324/front_en.3.400.jpg
454,200.0,0.0,23.33,6.67,Coconut  milk,https://images.openfoodfacts.org/images/products/899/309/366/6173/front_en.3.400.jpg
455,110.0,1.0,6.0,16.0,Goldenfil Choco Crunchy,https://images.openfoodfacts.org/images/products/899/703/400/0071/front_en.4.400.jpg
456,375.0,12.5,16.67,62.5,Fitbar Nuts,https://images.openfoodfacts.org/images/products/899/280/206/3043/front_en.3.400.jpg
457,10.0,5.0,1.0,10.0,Plain Yogurt,No Image Available
458,330.0,6.0,30.0,9.0,Pesto from Costco,https://images.openfoodfacts.org/images/products/899/608/999/0559/front_en.3.400.jpg
459,409.09,9.09,18.18,63.64,"Cookies, Dark Chocolate",https://images.openfoodfacts.org/images/products/899/280/209/9011/front_en.3.400.jpg
460,130.0,6.0,7.0,10.0,Fresh milk,https://images.openfoodfacts.org/images/products/899/320/066/3729/front_en.3.400.jpg
461,25.0,1.0,1.0,2.0,Nasi Goreng Pedas,No Image Available
462,440.0,4.0,17.0,70.0,Choco Pie,No Image Available
463,46.43,0.0,0.0,10.71,Aloe Vera Lemon Flavour,No Image Available
464,73.0,1.36,1.82,13.18,Avocuddle,https://images.openfoodfacts.org/images/products/899/174/900/0036/front_en.3.400.jpg
465,60.0,0.0,0.0,19.0,Fibe mini,https://images.openfoodfacts.org/images/products/899/703/560/1482/front_en.3.400.jpg
466,250.0,0.0,0.0,50.0,Nescafe classic,https://images.openfoodfacts.org/images/products/899/269/640/0924/front_en.3.400.jpg
467,500.0,0.0,33.33,66.67,Fiber creme,No Image Available
468,0.39,25.0,1.5,8.0,Evowhey chocolate,No Image Available
469,250.0,7.5,5.0,42.5,Sliced bread,No Image Available
470,130.0,4.0,7.0,14.0,Granova  peanut butter & berry bar,No Image Available
471,100.0,3.0,2.5,18.0,KIN Blieberry,No Image Available
472,120.0,10.0,6.0,5.0,Sosis Singles mini,No Image Available
473,10.0,35.0,20.0,12.0,White koffie,https://images.openfoodfacts.org/images/products/899/417/110/1104/front_fr.3.400.jpg
474,0.0,0.0,0.0,18.0,Teh gelas ori 350,https://images.openfoodfacts.org/images/products/899/110/222/8053/front_en.3.400.jpg
475,590.0,13.6,42.3,38.7,Mix Farsan,https://images.openfoodfacts.org/images/products/890/407/170/0918/front_id.4.400.jpg
476,0.0,0.27,4.0,10.0,Bhujia Sev,No Image Available
477,115.0,1.8,1.8,11.2,Bhels Puri,No Image Available
478,452.0,10.3,14.5,70.0,Roasted Poha Chivda,No Image Available
479,567.0,0.0,37.2,48.4,Bhel Mix,No Image Available
480,571.0,0.0,35.1,37.9,Manglori Mix,No Image Available
481,416.0,2.1,9.2,81.2,Kismi - Assorted Toffees,https://images.openfoodfacts.org/images/products/890/171/911/9248/front_en.5.400.jpg
482,428.57,0.0,0.0,100.0,Herb candy,https://images.openfoodfacts.org/images/products/008/825/121/7873/front_en.6.400.jpg
483,69.6,2.61,2.17,10.4,Indomilk Kids Chocolate UHT Milk,https://images.openfoodfacts.org/images/products/899/300/700/0239/front_en.20.400.jpg
484,400.0,4.0,36.0,16.0,Salad dressing,No Image Available
485,85.71,0.95,1.43,19.05,Vita Pudding,No Image Available
486,70.0,2.5,0.0,15.0,Beras Porang,No Image Available
487,100.0,2.0,2.5,17.0,Haku Vanilla & Crispy Choco  Monaka,No Image Available
488,150.0,6.0,11.0,8.0,Protein bar danish cheese E-2B,https://images.openfoodfacts.org/images/products/899/703/560/1567/front_en.3.400.jpg
489,0.48,7.41,22.22,62.96,Beng-beng chocolate wafer,https://images.openfoodfacts.org/images/products/899/600/135/5008/front_en.3.400.jpg
490,36.0,0.0,0.0,9.6,Fruit Tea Apel,No Image Available
491,110.0,1.0,6.0,11.0,Chitato lite 69G,https://images.openfoodfacts.org/images/products/008/968/673/2078/front_fr.3.400.jpg
492,140.0,5.0,6.0,8.0,Greek Yoghurt plain,No Image Available
493,60.0,1.0,0.0,13.0,Milna Nature Puffs Organic,https://images.openfoodfacts.org/images/products/899/280/210/5019/front_fr.3.400.jpg
494,70.0,1.0,3.0,10.0,Promina Puff,https://images.openfoodfacts.org/images/products/008/968/664/0014/front_fr.3.400.jpg
495,160.0,6.0,8.0,16.0,Greek Yoghurt- Strawberry Flavoured,https://images.openfoodfacts.org/images/products/899/989/897/2303/front_en.3.400.jpg
496,500.0,5.0,25.0,60.0,Nutty Chocolate Cookies,https://images.openfoodfacts.org/images/products/074/992/100/2228/front_en.3.400.jpg
497,107.69,1.54,2.31,21.54,Es lilin coconut flavor,No Image Available
498,80.0,2.0,4.5,8.0,Peanut Butter Puff,https://images.openfoodfacts.org/images/products/069/747/874/5320/front_fr.3.400.jpg
499,60.0,1.0,0.0,13.0,Nature Puff Organic,https://images.openfoodfacts.org/images/products/899/280/210/5026/front_fr.3.400.jpg
500,80.0,2.0,25.0,11.0,Cream Crackers,https://images.openfoodfacts.org/images/products/899/283/900/7478/front_fr.3.400.jpg
501,45.0,2.0,2.0,5.0,Flat white,No Image Available
502,250.0,2.0,24.0,6.0,Uht Coconut Cream,https://images.openfoodfacts.org/images/products/899/309/366/6807/front_en.3.400.jpg
503,390.0,5.0,2.0,88.0,Froot Loops,https://images.openfoodfacts.org/images/products/885/275/670/7045/front_en.8.400.jpg
504,466.67,6.67,23.33,66.67,Tricks - Baked crisps,No Image Available
505,2.0,6.0,2.0,55.0,Yupi Roletto,https://images.openfoodfacts.org/images/products/899/274/195/5966/front_fr.3.400.jpg
506,0.0,2.2,0.0,0.0,Chocolate Wafer Stick,https://images.openfoodfacts.org/images/products/899/308/392/6270/front_en.3.400.jpg
507,78.9,0.7,0.2,16.7,mmm…. mallows,https://images.openfoodfacts.org/images/products/933/871/300/1757/front_fr.3.400.jpg
508,2.15,1.0,6.0,20.0,Oreo birthday sprinkles,https://images.openfoodfacts.org/images/products/762/220/167/7589/front_fr.3.400.jpg
509,80.0,1.0,2.0,14.0,instant mushroom cream soup,https://images.openfoodfacts.org/images/products/899/721/724/0249/front_id.6.400.jpg
510,400.0,12.0,4.0,76.0,HH Multi Grain,https://images.openfoodfacts.org/images/products/899/701/782/3765/front_en.3.400.jpg
511,10.0,1.0,3.0,25.0,YOGURT,https://images.openfoodfacts.org/images/products/899/320/066/5006/front_fr.3.400.jpg
512,411.76,0.0,0.0,94.12,Plum candy,https://images.openfoodfacts.org/images/products/899/700/205/7328/front_en.3.400.jpg
513,375.0,0.0,0.0,75.0,Apple cider vinegar gummy,https://images.openfoodfacts.org/images/products/899/724/365/0029/front_en.3.400.jpg
514,279.0,1.7,5.6,52.0,Gewürzpaste BAMI GORENG,https://images.openfoodfacts.org/images/products/899/589/943/0514/front_en.3.400.jpg
515,110.0,0.0,30.0,65.0,Singkong rasa balado,https://images.openfoodfacts.org/images/products/008/968/661/1700/front_fr.3.400.jpg
516,650.0,10.0,50.0,30.0,BAli 100% Cacao Chocolate Drops,https://images.openfoodfacts.org/images/products/899/721/273/1629/front_en.3.400.jpg
517,447.76,11.94,19.4,4.48,Cup noodles,https://images.openfoodfacts.org/images/products/899/271/885/3806/front_en.3.400.jpg
518,570.0,16.67,39.33,37.0,Salted Caramel Cashew,https://images.openfoodfacts.org/images/products/942/190/609/4220/front_fr.3.400.jpg
519,480.0,3.0,5.0,16.0,Kacang Atom Oven,No Image Available
520,127.0,8.5,9.0,3.0,גבינה לבנה,No Image Available
521,304.88,22.2,1.83,53.66,Protein Bar,https://images.openfoodfacts.org/images/products/899/721/077/0699/front_en.3.400.jpg
522,475.0,22.5,35.0,15.0,Honey Roasted Peanuts,https://images.openfoodfacts.org/images/products/899/270/981/8401/front_en.3.400.jpg
523,454.55,10.23,18.18,63.64,Mi Goreng,No Image Available
524,110.0,5.0,8.0,6.0,Greek Yogurt,https://images.openfoodfacts.org/images/products/749/922/117/4318/front_fr.3.400.jpg
525,90.0,0.0,0.0,22.0,I'mCoco,https://images.openfoodfacts.org/images/products/899/272/689/2514/front_fr.3.400.jpg
526,42.0,1.5,3.5,1.0,Lait concentré,https://images.openfoodfacts.org/images/products/899/300/700/1557/front_fr.3.400.jpg
527,0.0,4.9,21.8,2.9,ORIGINAL PHILADELPHIA PORTIONS,https://images.openfoodfacts.org/images/products/000/009/356/7022/front_en.3.400.jpg
528,80.0,2.0,1.5,15.0,Yogurto,https://images.openfoodfacts.org/images/products/749/922/113/3155/front_fr.3.400.jpg
529,287.5,3.75,18.75,25.0,Almond ice cream,No Image Available
530,472.0,6.3,16.8,74.1,Banana flavor cream biscuit,No Image Available
531,207.0,8.25,5.9,30.21,Beignet samoussa légumes,https://images.openfoodfacts.org/images/products/899/270/400/2515/front_en.3.400.jpg
532,555.56,11.11,33.33,51.85,"Fruit, and nut",https://images.openfoodfacts.org/images/products/899/100/112/2094/front_en.3.400.jpg
533,16.1,0.36,0.45,2.95,Acaraki can 320ml,https://images.openfoodfacts.org/images/products/899/998/890/1312/front_id.4.400.jpg
534,340.0,5.0,0.0,80.0,Neon Stix,No Image Available
535,110.0,1.0,2.0,22.0,- Fresco,No Image Available
536,161.97,2.82,1.76,34.51,Cachapas,No Image Available
537,500.0,10.0,27.0,57.0,Abc Selera Pds Pedas Nampol,https://images.openfoodfacts.org/images/products/899/238/813/2324/front_id.3.400.jpg
538,60.9,1.74,2.61,8.7,Frisian Flag Milky Choco,https://images.openfoodfacts.org/images/products/899/275/300/9817/front_id.3.400.jpg
539,70.0,1.0,0.25,15.0,Yogurt Drink Strawberry,https://images.openfoodfacts.org/images/products/899/320/066/3828/front_en.3.400.jpg
540,100.0,10.0,2.45,8.5,Toffee Caramel Shake,No Image Available
541,315.0,0.0,0.0,77.7,CORN SYRUP 5KG CJ 3,https://images.openfoodfacts.org/images/products/880/100/764/9238/front_id.3.400.jpg
542,180.0,8.0,11.0,12.0,Whole milk,No Image Available
543,52.0,8.9,0.0,4.0,Skyr nature,No Image Available
544,90.0,3.3,3.2,12.0,Yaourt à la fraise,No Image Available
545,380.0,18.0,34.0,0.0,Sardines,No Image Available
546,63.33,5.33,0.5,9.0,Flimmeal,No Image Available
547,52.2,2.61,3.04,4.35,Indomilk Kids Full Cream UHT Milk,No Image Available
548,100.0,2.0,5.0,12.0,Gold Cake Strawberry Cheesecake - Rious - Rious - Rious,No Image Available
549,130.0,2.0,40.0,20.0,Malkist,No Image Available
550,238.0,2.0,9.0,36.0,Wafer,No Image Available
551,140.0,1.0,5.0,23.0,Café top - Top,No Image Available
552,480.0,4.0,20.0,72.0,Creamy Caramelo - Kopiko,No Image Available
553,140.0,2.0,6.0,19.0,Cookies,No Image Available
554,444.0,0.9,11.0,89.9,Kopiko Cappucino - Kopiko - Kopiko - Kopiko - Kopiko,No Image Available
555,76.0,1.8,4.7,6.8,Tikka masala,No Image Available
556,500.0,8.33,20.83,66.67,Tricks Baked Crisps - TAY'S Bakers,No Image Available
557,420.0,1.0,7.0,88.0,Vanilla coffee candy,No Image Available
558,486.0,5.2,27.0,51.0,Takis lemon,No Image Available
559,150.0,4.5,2.6,24.0,Bulgarian Yogurt Delecious,No Image Available
560,140.0,4.0,8.0,12.0,Tempe Chips,No Image Available
561,495.69,5.3,23.0,65.0,Chocorama Bar,No Image Available
562,477.7,22.2,22.4,46.72,Basranger,No Image Available
563,30.0,0.0,1.0,4.0,Nabati roll's chocolate wafer stick,No Image Available
564,28.0,1.1,0.5,3.3,Wok thai,No Image Available
565,275.0,12.5,2.5,52.5,Mantou Plain,No Image Available
566,433.0,10.0,13.3,66.7,Coco Fills,No Image Available
567,10.0,0.0,0.0,2.0,Blaster,No Image Available
568,335.0,26.2,6.83,47.2,Healthy Protein Bar Almond Butter,No Image Available
569,500.0,5.0,25.0,65.0,Blackthins,No Image Available
570,380.0,8.0,14.0,54.0,Roti Sisir,No Image Available
571,100.0,3.0,2.0,17.0,Rotinya Indonesia,No Image Available
572,170.0,5.0,6.0,25.0,Roti ISI Kris,No Image Available
573,533.0,6.67,28.9,62.2,Shortbread,No Image Available
574,428.57,11.43,11.43,68.57,Oatmeal Rolled Oats,No Image Available
575,642.86,10.71,53.57,32.14,Dark Wonder,No Image Available
576,42.25,0.0,0.0,9.86,Fitmee ayam bawang - Fitmee,No Image Available
577,65.22,0.0,2.17,10.87,Fitmee soto - Fitmee,No Image Available
578,150.0,3.0,8.0,17.0,Nockers,No Image Available
579,65.0,3.0,3.5,4.5,Greenfields Fresh Milk,No Image Available
580,282.61,8.7,9.78,39.13,Sandwich Kacang,No Image Available
581,571.0,28.6,35.7,21.4,Roasted almond premium,No Image Available
582,500.0,10.0,22.5,65.0,Peanut Butter & Chocolate,No Image Available
583,327.0,8.41,10.3,51.4,Sobek Coklat,No Image Available
584,133.0,1.11,5.56,20.0,LuVe Choco Almond Milk Ice Cream,No Image Available
585,200.0,8.0,18.0,4.0,Ricotta Cheese,No Image Available
586,443.0,15.0,18.0,48.0,Crackers olive romarin bio,No Image Available
587,400.0,76.7,10.0,3.33,Plain Pea Protein,No Image Available
588,248.85,7.88,9.93,30.84,Sandwich rillettes du mans - Boulangerie Angr,No Image Available
589,367.0,90.0,0.0,3.33,Whey Isolate Choco Éclairs,No Image Available
590,520.0,4.0,32.0,60.0,Spicy Texas Style BBQ,No Image Available
591,130.0,3.0,3.5,22.0,Crinkle Fries,No Image Available
592,600.0,13.33,36.67,50.0,Bakpia Kukus Keju - Bakpia Tugu Jogja,No Image Available
593,204.08,6.12,12.24,8.16,Yoghurt bar,No Image Available
594,100.0,2.0,6.0,5.0,Yogurt Bar coffee espresso - Jolly LLAMA,No Image Available
595,172.0,15.0,2.0,23.0,Yobem Whey bebida láctea sabor banana,No Image Available
596,16.9,0.28,0.0,3.38,Hors sentiers - Boréale,No Image Available
597,300.0,0.0,0.0,70.0,Selai Nanas - Indomaret,No Image Available
598,426.67,16.67,30.0,40.0,Barra de nuts - Flowbar - Flowbar,No Image Available
599,21.2,0.3,0.0,4.85,Coconut Water ORI,No Image Available
600,400.0,62.5,6.25,25.0,Whey Protein,No Image Available
601,80.0,10.0,7.5,80.0,Spicy Sweet Indonesian Noodle Snack,No Image Available
602,222.22,0.0,0.0,44.44,Hot Lava Volcano,No Image Available
603,183.1,9.86,7.04,21.13,Chicken Tomatillo Tamale,No Image Available
604,131.0,31.5,0.77,0.0,Tuna Chunks In Brine,No Image Available
605,370.5,2.0,0.0,92.0,Liquid coconut palm syrup,No Image Available
606,80.0,2.4,2.8,11.2,Strawberry Milk,No Image Available
607,350.0,0.0,15.0,60.0,Bumbu Ayam Goreng Mentega,No Image Available
608,471.0,5.88,23.5,64.7,Sukro Kacang Bersalut (Fried Coated Peanut),No Image Available
609,615.0,30.8,46.2,15.4,Kacang Garing,No Image Available
610,336.0,21.0,18.0,34.0,Chocolate recheio caramelo  sedna,No Image Available
611,77.0,1.06,0.37,3.71,Capeletti de carne in brodo,No Image Available
612,123.0,28.1,1.75,0.0,canned tuna,No Image Available
613,464.29,0.0,17.86,39.29,Stickos,No Image Available
614,370.0,27.8,3.7,55.6,Chocolate Meal Replacement,No Image Available
615,63.8,2.62,1.31,10.5,TOMATO KANIKU TAPPURI NO MEAT SAUCE,No Image Available
616,286.0,7.0,10.0,42.0,Tortilla de harina,No Image Available
617,30.0,0.0,1.0,5.0,Sagu keju,No Image Available
618,900.0,18.0,2.3,1.5,Jamón cocido extra,No Image Available
619,250.0,0.0,18.75,25.0,Sambal bawang uleg,No Image Available
620,400.0,5.0,40.0,50.0,Chocolat noir au sel,No Image Available
621,428.0,5.7,22.8,50.0,Munch Max,No Image Available
622,250.0,0.0,2.5,0.0,Lait de coco,No Image Available
623,240.0,8.0,40.0,52.0,Krakoa,No Image Available
624,600.0,23.3,43.3,30.0,Jetobetic Crunchy Peanut Butter,No Image Available
625,350.0,10.0,7.5,75.0,Porridge pomme cannelle,No Image Available
626,473.68,5.26,21.05,68.42,Coconut crackers,No Image Available
627,350.0,60.0,2.5,20.0,Pro Whey 100,No Image Available
628,394.2,2.6,37.4,11.8,Cheesy Melt,No Image Available
629,150.0,7.0,9.0,11.0,Soy Joy Sesame,No Image Available
630,100.0,5.56,2.78,14.4,Bumbu Spagheti Bolognese,No Image Available
631,463.33,1.3,5.4,20.1,Choc mint wafer rolls,No Image Available
632,80.0,0.0,3.0,0.0,Sosis so nice sosis premium,No Image Available
633,180.0,19.0,11.0,1.0,Lapchiong,No Image Available
634,438.0,10.7,11.0,74.0,Badam Milk Mix,No Image Available
635,40.0,3.0,0.0,6.0,Passata,No Image Available
636,140.0,5.5,0.5,28.5,Taikoban Ramen,No Image Available
637,400.0,23.3,11.7,50.0,Cocoa Powder,No Image Available
638,220.0,0.0,0.0,17.5,Singaraja,No Image Available
639,233.0,0.0,23.3,0.0,Coconut Cream,No Image Available
640,250.0,0.0,0.0,50.0,Bumbu sayur lodeh,No Image Available
641,250.0,5.0,10.0,35.0,Aoka bread (chocolate,No Image Available
642,360.0,64.0,8.0,8.0,Warrior Blend Protein Berry,No Image Available
643,356.0,8.0,25.0,41.0,Bombom goldko marshmallow 70%,No Image Available
644,20.0,0.0,0.0,4.8,Root Beer,No Image Available
645,150.0,4.0,8.2,15.0,Arroz con leche,No Image Available
646,200.0,0.0,0.0,46.67,Saus cabe,No Image Available
647,100.0,22.0,1.0,2.0,Tuna Chunk in brine,No Image Available
648,389.0,1.2,0.7,94.0,Coconut sugar,No Image Available
649,16.0,0.5,0.0,2.0,Matchá,No Image Available
650,70.0,3.5,3.5,6.0,Lactose Free Milk Original,No Image Available
651,40.0,3.0,1.25,4.5,Low Fat Milk,No Image Available
652,433.0,10.0,13.3,66.7,Coco Fills Cereal,No Image Available
653,600.0,20.0,45.0,30.0,Peanut Butter Creamy,No Image Available
654,238.0,7.14,3.57,47.6,Chocoblast Sandwich,No Image Available
655,428.57,7.14,7.14,82.14,Cacao drink,No Image Available
656,150.0,3.0,3.0,27.0,French fries,No Image Available
